Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
466.96147543240073,Chuwi,Workstation,27.3,IPS Panel Full HD 1920x1200,Intel Atom x5-Z8550 1.44GHz,2GB,32GB HDD,AMD Radeon Pro 555,Windows 7,1.23kg,225227.2925047336
83.67567877562509,Fujitsu,Netbook,25.6,1440x900,Intel Pentium Dual Core 4405Y 1.5GHz,8GB,512GB Flash Storage,AMD FirePro W6150M,Android,2.33kg,298607.35887165094
131.64783633010447,Asus,Workstation,13,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core M m3 1.2GHz,8GB,64GB Flash Storage +  1TB HDD,Nvidia Quadro M2200M,Mac OS X,4.5kg,200498.90176522758
1205.1644205205503,Xiaomi,Notebook,14.1,IPS Panel Quad HD+ 2560x1440,AMD A12-Series 9700P 2.5GHz,24GB,500GB HDD,AMD Radeon R5 M430,No OS,3.3kg,185197.22028686575
457.9446015880369,Google,Ultrabook,14.1,IPS Panel Full HD 2160x1440,AMD A12-Series 9720P 2.7GHz,16GB,256GB SSD +  1TB HDD,Intel HD Graphics 615,macOS,2.72kg,44978.645849554734
645.6652216835845,Lenovo,Netbook,13.5,Quad HD+ 3200x1800,AMD A6-Series 9220 2.9GHz,32GB,256GB SSD,ARM Mali T860 MP4,Android,1.47kg,76267.0876244061
625.642199828666,Apple,Netbook,12.5,1920x1080,Intel Core i7 7660U 2.5GHz,8GB,256GB SSD +  256GB SSD,Nvidia Quadro M3000M,Chrome OS,3.14kg,277580.2693745771
891.8225114367415,Huawei,2 in 1 Convertible,33.5,1366x768,Intel Core i5 7Y54 1.2GHz,24GB,240GB SSD,AMD R4 Graphics,Android,1.99kg,260466.47856240015
153.98586162025012,Chuwi,Gaming,14.1,IPS Panel 1366x768,Intel Core i7 6600U 2.6GHz,4GB,1TB SSD,Intel HD Graphics 510,Chrome OS,2.23kg,269069.64910206094
489.4278061329107,MSI,Gaming,12,IPS Panel Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,128GB HDD,AMD Radeon Pro 455,Windows 10,2.08kg,284767.94316564396
337.33045360477166,Google,Ultrabook,33.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Pentium Dual Core 4405U 2.1GHz,4GB,8GB SSD,Nvidia GeForce GTX1060,No OS,1.63kg,67574.03808054981
996.0086454883175,MSI,Notebook,14.1,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 1.8GHz,16GB,256GB SSD +  2TB HDD,Intel Graphics 620,Android,1.94kg,62544.93822612531
207.84712843976973,Lenovo,Workstation,?,IPS Panel Touchscreen 1920x1200,Intel Celeron Dual Core N3350 2.0GHz,24GB,508GB Hybrid,Intel Iris Plus Graphics 650,macOS,3.35kg,21390.851133738746
1166.552488390104,Huawei,Notebook,17,IPS Panel 4K Ultra HD 3840x2160,AMD A12-Series 9720P 3.6GHz,32GB,240GB SSD,Nvidia Quadro M2000M,macOS,2.45kg,259810.681241626
563.0363543003336,Microsoft,Gaming,11.3,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8300 1.44GHz,2GB,180GB SSD,Nvidia GeForce GTX1060,Windows 7,2.65kg,106490.6289178148
1084.5495717352528,Acer,Gaming,11.3,IPS Panel Retina Display 2880x1800,Intel Celeron Quad Core N3710 1.6GHz,4GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,macOS,1.17kg,160157.44605812352
684.8312847784796,Lenovo,Notebook,12.3,IPS Panel Full HD 1920x1080,Intel Core i7 2.2GHz,4GB,64GB Flash Storage +  1TB HDD,Nvidia Quadro M1000M,Windows 7,3.14kg,58308.3438147904
427.0244832736981,LG,Netbook,12.3,IPS Panel Retina Display 2736x1824,Intel Core i5 7200U 2.5GHz,1GB,500GB HDD,Nvidia GeForce 940MX,Chrome OS,2.77kg,17469.06228865461
786.8972452771401,Google,2 in 1 Convertible,13.9,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,2GB,512GB Flash Storage,AMD Radeon R5 520,macOS,1.59kg,292921.9301238674
1242.508944022977,LG,Netbook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core M 6Y75 1.2GHz,1GB,180GB SSD,AMD Radeon R7,No OS,2.05kg,119752.90933159583
923.7398912616048,Samsung,2 in 1 Convertible,13.5,Full HD / Touchscreen 1920x1080,Intel Core i5 6440HQ 2.6GHz,6GB,512GB SSD,AMD Radeon RX 540,Android,1.6kg,121049.69500440465
1217.0954789445411,HP,Ultrabook,13.3,Quad HD+ 3200x1800,AMD A6-Series 7310 2GHz,4GB,256GB SSD +  500GB HDD,Intel HD Graphics 620,Android,2.54kg,58645.048700948966
372.8306894834463,Asus,Ultrabook,24,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Pentium Quad Core N3710 1.6GHz,64GB,512GB SSD +  2TB HDD,Nvidia Quadro M2000M,Windows 10 S,1.23kg,285942.03442727076
466.0861434504197,Toshiba,Netbook,?,IPS Panel Full HD 1920x1200,Intel Core i5 1.3GHz,12GB,256GB SSD +  256GB SSD,Nvidia GeForce 940M,Windows 7,6.2kg,44209.727433325505
1276.306279985635,Microsoft,Workstation,33.5,IPS Panel Quad HD+ 3200x1800,Intel Core i5 1.6GHz,16GB,1.0TB HDD,Nvidia GeForce GTX 1050M,Windows 10,1.83kg,177012.5829761209
1177.6703119159204,LG,Netbook,14.1,Touchscreen / 4K Ultra HD 3840x2160,Intel Atom x5-Z8350 1.44GHz,16GB,1TB SSD,Intel Iris Plus Graphics 640,Mac OS X,6.2kg,311806.69480713253
345.0278043311848,Fujitsu,Ultrabook,31.6,Quad HD+ 3200x1800,Intel Core i3 6006U 2.2GHz,8GB,240GB SSD,AMD Radeon 540,Android,2.0kg,82114.92594381602
264.74414625455387,LG,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,AMD E-Series 9000 2.2GHz,1GB,256GB Flash Storage,AMD FirePro W4190M,No OS,1.11kg,318841.22114790295
378.74646516037535,Acer,Netbook,18.4,Touchscreen 1366x768,Intel Core i7 7660U 2.5GHz,2GB,32GB Flash Storage,Nvidia Quadro M1000M,Windows 10,2.75kg,132568.76073922508
752.3603918879866,Google,Gaming,24,IPS Panel Quad HD+ 3200x1800,Intel Celeron Dual Core 3855U 1.6GHz,1GB,240GB SSD,AMD Radeon R2,Linux,2.3kg,149174.54705894546
395.38488928779867,Google,Ultrabook,33.5,4K Ultra HD / Touchscreen 3840x2160,Intel Celeron Quad Core N3450 1.1GHz,6GB,512GB Flash Storage,AMD FirePro W5130M,Chrome OS,1.5kg,63639.31666381193
216.78314066338027,Google,2 in 1 Convertible,12.5,IPS Panel Retina Display 2560x1600,Intel Core i3 6006U 2GHz,1GB,8GB SSD,Intel HD Graphics 530,Windows 10,1.90kg,249261.5449424627
952.8669291211787,Samsung,Gaming,15.6,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8300 1.44GHz,32GB,16GB SSD,Nvidia GeForce 960M,Windows 10 S,1.25kg,143642.6391511275
1237.7831160014855,MSI,Ultrabook,14.1,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Pentium Dual Core 4405U 2.1GHz,4GB,64GB Flash Storage +  1TB HDD,AMD FirePro W5130M,Mac OS X,1.25kg,260716.27037756235
9.806803138654184,Asus,2 in 1 Convertible,13,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,512GB SSD,Nvidia GeForce 940MX,No OS,3.42kg,220789.21210272485
325.69355056451934,Apple,Netbook,13,IPS Panel Touchscreen 1366x768,Intel Core i5 7Y57 1.2GHz,64GB,512GB Flash Storage,Nvidia GeForce GTX 1080,macOS,3.78kg,120187.15064911717
1056.3170366297018,Google,Notebook,25.6,IPS Panel Touchscreen 2560x1440,AMD E-Series 7110 1.8GHz,6GB,256GB SSD +  500GB HDD,Intel HD Graphics 505,Windows 7,0.920kg,147399.9221709848
434.8139162826457,Apple,Notebook,15,IPS Panel Full HD 1920x1200,Intel Core M 6Y75 1.2GHz,16GB,512GB SSD +  256GB SSD,AMD Radeon R7 M365X,macOS,1.84kg,260213.70910364957
1181.2967381411663,Toshiba,Ultrabook,33.5,IPS Panel Full HD 2160x1440,AMD Ryzen 1600 3.2GHz,1GB,256GB SSD +  1TB HDD,Intel HD Graphics 620 ,macOS,1.14kg,285043.3800587358
592.5030160197795,Vero,Gaming,17.3,IPS Panel Full HD 1366x768,AMD A8-Series 7410 2.2GHz,8GB,256GB Flash Storage,AMD Radeon R5 M420,macOS,1.59kg,231614.64554765617
174.301403939044,Lenovo,Notebook,10.1,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 7820HK 2.9GHz,16GB,8GB SSD,AMD Radeon R5 M330,Windows 10,4.5kg,155841.8545388272
384.2751030522825,Toshiba,Notebook,12.5,IPS Panel 2560x1440,Intel Celeron Dual Core N3350 2GHz,4GB,180GB SSD,AMD Radeon Pro 555,No OS,1.47kg,124313.96971116375
1044.026964577357,Samsung,Gaming,13.3,IPS Panel Touchscreen 2400x1600,AMD E-Series 7110 1.8GHz,1GB,240GB SSD,Nvidia GTX 980 SLI,Windows 10,2.16kg,250367.81897876298
49.943698016489584,Microsoft,Gaming,14.1,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6920HQ 2.9GHz,1GB,1.0TB HDD,Intel HD Graphics 405,No OS,2.72kg,237593.17811303202
564.5024106317854,Razer,Gaming,17,IPS Panel Retina Display 2304x1440,AMD A9-Series 9420 2.9GHz,32GB,1TB SSD +  1TB HDD,Intel HD Graphics 515,Windows 7,2.05kg,228101.8903959146
552.8955219085933,Chuwi,Ultrabook,11.6,IPS Panel Full HD 2160x1440,Intel Core i7 2.8GHz,4GB,1TB SSD,Nvidia GeForce GTX1060,Android,1.62kg,195229.30483653507
683.3334436962133,Huawei,Ultrabook,17,4K Ultra HD 3840x2160,AMD A6-Series 7310 2GHz,16GB,16GB SSD,Nvidia Quadro M3000M,Mac OS X,4.1kg,152708.8754755168
248.6507645196688,Google,Gaming,35.6,IPS Panel Retina Display 2880x1800,Intel Core i7 2.2GHz,6GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.59kg,48959.742643217265
533.5604385713555,Huawei,Notebook,35.6,IPS Panel Touchscreen 2560x1440,Intel Celeron Dual Core N3350 2GHz,6GB,16GB Flash Storage,AMD Radeon RX 580,Mac OS X,1.1kg,253729.1967796466
1140.069361504545,Lenovo,2 in 1 Convertible,11.3,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,AMD Ryzen 1600 3.2GHz,24GB,16GB SSD,Intel HD Graphics 500,Mac OS X,1.59kg,243588.34200098042
545.2710586195305,Dell,Netbook,?,IPS Panel Retina Display 2560x1600,Intel Core M 1.1GHz,64GB,128GB Flash Storage,Nvidia Quadro M2200M,Linux,1.55kg,210085.3522546165
332.7458943425264,HP,Netbook,12,Quad HD+ / Touchscreen 3200x1800,Intel Atom Z8350 1.92GHz,64GB,128GB SSD,ARM Mali T860 MP4,Linux,2.32kg,259537.98737972314
25.224688101596723,MSI,2 in 1 Convertible,15,IPS Panel Full HD 1366x768,Intel Celeron Dual Core N3350 2GHz,8GB,512GB SSD +  1.0TB Hybrid,Intel HD Graphics 400,Chrome OS,2.83kg,242462.04076760125
160.59876903354356,Huawei,Netbook,15,IPS Panel Full HD 2560x1440,AMD E-Series 7110 1.8GHz,12GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 940MX,Windows 10 S,1.95kg,45218.19337477336
590.3806446132578,Xiaomi,Gaming,13.5,1366x768,AMD FX 9830P 3GHz,12GB,256GB SSD,Nvidia GeForce 150MX,Windows 10,1.55kg,183086.29529461113
384.85956701031,HP,Notebook,15.6,IPS Panel Retina Display 2736x1824,Intel Core M 6Y30 0.9GHz,8GB,128GB SSD,Intel HD Graphics 400,Windows 10,1.62kg,24707.9593785993
285.81195371347786,Apple,Workstation,17,1920x1080,AMD A9-Series 9420 2.9GHz,6GB,8GB SSD,AMD Radeon Pro 555,Android,1.41kg,229834.41720608075
893.5363583386205,MSI,Notebook,18.4,1366x768,Intel Core i7 2.8GHz,2GB,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Android,2.77kg,13738.177514410332
576.979136636913,LG,Workstation,13.9,IPS Panel Retina Display 2560x1600,Intel Core i7 2.7GHz,2GB,64GB SSD,AMD Radeon Pro 560,Chrome OS,1.78kg,282240.21418499807
467.54148094517745,Razer,Netbook,12.3,2560x1440,Intel Core i7 7820HQ 2.9GHz,4GB,32GB Flash Storage,Intel Iris Plus Graphics 650,Windows 10 S,1.24kg,23399.363323855083
214.53927398068063,Acer,Netbook,27.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,1GB,512GB Flash Storage,Nvidia GeForce GTX 980M,No OS,1.13kg,273154.6258283012
364.16820581933626,Mediacom,Gaming,31.6,IPS Panel Touchscreen 1920x1200,Intel Celeron Quad Core N3450 1.1GHz,32GB,256GB SSD +  1.0TB Hybrid,Intel HD Graphics 515,Linux,2.25kg,223390.42175588114
463.29278444924506,Acer,Notebook,17.3,Touchscreen 2560x1440,Intel Core i7 2.9GHz,6GB,8GB SSD,AMD Radeon R5,No OS,2.19kg,63388.05033741546
1.430111362568956,Fujitsu,Netbook,18.4,IPS Panel Full HD 2560x1440,Intel Core i7 7820HK 2.9GHz,6GB,256GB SSD +  1TB HDD,AMD Radeon Pro 455,Android,4.6kg,148903.34740211457
656.2266960513775,Vero,Ultrabook,15.6,Touchscreen / Quad HD+ 3200x1800,Intel Core i7 7660U 2.5GHz,1GB,32GB Flash Storage,Intel HD Graphics 620 ,Windows 7,1.8kg,122662.27569317493
538.3610076965637,Microsoft,2 in 1 Convertible,12.3,IPS Panel Full HD 1366x768,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD +  1.0TB Hybrid,Intel HD Graphics 515,Chrome OS,2.31kg,179736.98072171336
1065.4714011434746,Samsung,Workstation,14,Touchscreen 2256x1504,Intel Celeron Quad Core N3450 1.1GHz,32GB,1.0TB Hybrid,AMD FirePro W5130M,Windows 7,4.0kg,169277.10138355053
995.1822673426211,Huawei,Netbook,15,4K Ultra HD 3840x2160,AMD E-Series 7110 1.8GHz,12GB,128GB HDD,AMD Radeon R5 520,Linux,0.97kg,278768.5024601665
347.1118751762773,HP,Notebook,15.4,IPS Panel Quad HD+ 3200x1800,Intel Celeron Quad Core N3160 1.6GHz,8GB,500GB HDD,AMD Radeon R2 Graphics,Android,3.0kg,221002.3915620697
342.53977673242974,Google,Workstation,33.5,Quad HD+ / Touchscreen 3200x1800,AMD A8-Series 7410 2.2GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX1060,Linux,2.591kg,277638.1131224599
791.8501191071872,LG,Workstation,15,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Celeron Dual Core 3855U 1.6GHz,32GB,2TB HDD,Nvidia GeForce 940MX,macOS,1.4kg,290034.35516832635
671.0600739856354,Asus,2 in 1 Convertible,12.3,Touchscreen 1366x768,Intel Core i5 1.8GHz,8GB,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,3.0kg,14230.980878146456
1024.5104729997065,LG,Gaming,12,Quad HD+ / Touchscreen 3200x1800,AMD A9-Series A9-9420 3GHz,2GB,32GB SSD,Nvidia GeForce 920M,Linux,1.86kg,51652.4943159326
96.35434576518601,MSI,Ultrabook,10.1,2560x1440,Intel Celeron Dual Core N3060 1.60GHz,2GB,2TB HDD,AMD Radeon R4 Graphics,Windows 7,1.45kg,152348.98993307175
1281.8096985148668,LG,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 7300HQ 2.5GHz,1GB,1TB SSD,Intel HD Graphics 630,Windows 10,2.71kg,9648.066494838056
954.8473532894702,Huawei,Ultrabook,11.3,1366x768,Intel Core i3 7100U 2.4GHz,12GB,180GB SSD,Nvidia GeForce GTX1050 Ti,Windows 10 S,3.42kg,177577.96676091338
1281.6836016846244,Microsoft,Netbook,11.3,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,AMD Ryzen 1700 3GHz,64GB,64GB SSD,Intel HD Graphics 620,Windows 7,2.6kg,68159.95163134097
457.0538365998718,Microsoft,Workstation,14.1,IPS Panel Retina Display 2560x1600,Intel Core M 6Y54 1.1GHz,16GB,16GB Flash Storage,AMD Radeon R5 M330,Windows 10 S,2.18kg,256972.80706505888
28.075519885839626,Samsung,Netbook,17,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,12GB,508GB Hybrid,Nvidia GeForce 920MX ,macOS,2.3kg,257495.11076012536
641.4530564416988,Samsung,Netbook,13,IPS Panel Quad HD+ 3200x1800,Intel Core i7 2.2GHz,64GB,256GB SSD,AMD Radeon R3,macOS,1.62kg,290914.90521228797
576.4845720531636,LG,Notebook,27.3,Touchscreen 2256x1504,Intel Core M M7-6Y75 1.2GHz,2GB,64GB SSD,Intel HD Graphics,macOS,1.252kg,19697.01476791403
1194.9974446849355,HP,Gaming,13.3,IPS Panel Touchscreen 1366x768,Intel Core M M3-6Y30 0.9GHz,16GB,512GB SSD +  2TB HDD,Intel HD Graphics 400,Windows 10,1.5kg,248225.7320838252
250.3360487775197,Dell,Gaming,12.3,IPS Panel Touchscreen 1920x1200,Intel Celeron Quad Core N3710 1.6GHz,32GB,512GB SSD +  2TB HDD,AMD Radeon R5 520,Android,3.8kg,269685.21290289424
924.3345586845061,LG,Notebook,?,Touchscreen / Quad HD+ 3200x1800,AMD E-Series E2-6110 1.5GHz,1GB,256GB SSD +  2TB HDD,Nvidia Quadro M620M,Windows 7,1.15kg,179172.20591532817
660.7038284909,Acer,2 in 1 Convertible,12,IPS Panel Retina Display 2880x1800,AMD A4-Series 7210 2.2GHz,2GB,16GB SSD,Nvidia GeForce 920MX,Linux,2.63kg,237403.3357332502
452.3811365882087,MSI,Gaming,31.6,IPS Panel 2560x1440,AMD A8-Series 7410 2.2GHz,32GB,128GB SSD +  2TB HDD,Intel Iris Pro Graphics,macOS,2.65kg,73593.76094571283
424.84596694531496,Apple,Workstation,15,Touchscreen / Quad HD+ 3200x1800,AMD A10-Series 9600P 2.4GHz,12GB,8GB SSD,AMD Radeon R7 M440,No OS,3.8kg,232398.07267247423
858.9937603213691,Huawei,Ultrabook,35.6,Full HD / Touchscreen 1920x1080,Intel Core M 6Y75 1.2GHz,12GB,512GB SSD +  256GB SSD,Nvidia GeForce GTX 960<U+039C>,macOS,0.99kg,65195.56805831744
1014.259454595845,Lenovo,Workstation,12.3,2560x1440,Intel Core i5 1.3GHz,6GB,512GB SSD +  512GB SSD,Nvidia GeForce GTX 980 ,Mac OS X,1.55kg,215684.60635635213
823.7276572350612,Huawei,Notebook,14.1,Quad HD+ / Touchscreen 3200x1800,AMD E-Series 6110 1.5GHz,16GB,32GB HDD,Nvidia Quadro M1200,Windows 10,5.4kg,100723.58469459754
1106.0760055665146,Chuwi,Notebook,11.6,1600x900,Intel Core i5 7300U 2.6GHz,12GB,128GB Flash Storage,Nvidia GeForce 150MX,No OS,1.70kg,239169.98823753948
1290.8683098266,Vero,2 in 1 Convertible,24,IPS Panel Full HD 1366x768,Intel Core i7 6500U 2.5GHz,64GB,64GB SSD,Nvidia GeForce 920M,Android,2.08kg,230822.5432758615
386.3746763652129,Mediacom,2 in 1 Convertible,11.3,Touchscreen 1366x768,Intel Xeon E3-1505M V6 3GHz,6GB,256GB SSD +  500GB HDD,Nvidia GeForce 960M,Chrome OS,1.05kg,37680.660443292305
1064.9324009181598,Fujitsu,2 in 1 Convertible,12,IPS Panel Full HD 2560x1440,Intel Celeron Dual Core 3205U 1.5GHz,6GB,32GB SSD,Nvidia GeForce GTX 1080,Windows 10 S,1.59kg,234581.30260318445
1159.13722364832,Vero,Workstation,12,Touchscreen 2560x1440,Intel Celeron Quad Core N3160 1.6GHz,1GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 1050,Windows 7,2.1kg,132771.1840541959
151.35499779740678,Acer,2 in 1 Convertible,14.1,Touchscreen / Quad HD+ 3200x1800,Intel Core i5 7Y57 1.2GHz,24GB,1TB SSD,Nvidia Quadro M2200M,Mac OS X,4.5kg,166380.6893737604
316.1704021350167,Samsung,Workstation,18.4,IPS Panel Full HD / Touchscreen 1920x1080,Intel Pentium Quad Core N3700 1.6GHz,24GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 1050,Android,3.49kg,98995.60071335743
994.9444003309567,LG,Ultrabook,25.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 2.3GHz,32GB,256GB SSD +  500GB HDD,Intel HD Graphics 620 ,Windows 10 S,1.21kg,148176.84475242955
1069.076171656307,MSI,2 in 1 Convertible,13.9,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i3 6100U 2.3GHz,8GB,512GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 1080,macOS,2.23kg,301850.7988196618
993.8985823597071,Razer,Workstation,15,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6GHz,64GB,512GB SSD +  512GB SSD,Nvidia GeForce 920,Chrome OS,1.68kg,208709.25974619816
1085.981981714514,Huawei,Notebook,11.6,IPS Panel Full HD 2560x1440,Intel Core M m3-7Y30 2.2GHz,4GB,2TB HDD,AMD Radeon Pro 555,macOS,1.74kg,140876.20771989698
312.26986198909344,Razer,Ultrabook,33.5,Quad HD+ / Touchscreen 3200x1800,Intel Pentium Quad Core N3710 1.6GHz,12GB,508GB Hybrid,Nvidia GeForce GTX 1050M,macOS,1.37kg,84774.69327496046
729.3344291762571,MSI,Workstation,15.4,IPS Panel Touchscreen 1366x768,Intel Core i3 6006U 2GHz,32GB,8GB SSD,Nvidia GeForce 150MX,Android,1.38kg,100116.2118056265
976.271568358284,Xiaomi,Notebook,12,Touchscreen / Full HD 1920x1080,Intel Core M M7-6Y75 1.2GHz,32GB,1TB HDD,AMD FirePro W5130M,Linux,4.36kg,138999.2505343379
90.99051975583268,Chuwi,Notebook,11.6,Touchscreen 1366x768,Intel Core i7 7500U 2.5GHz,6GB,1.0TB HDD,AMD Radeon R5 M420,Mac OS X,1.24kg,222509.22919439847
373.1312677938363,Acer,Workstation,13.9,IPS Panel 2560x1440,Intel Core i5 1.6GHz,12GB,32GB SSD,AMD Radeon R9 M385,Windows 10 S,1.27kg,90258.14264639276
863.0406811655281,Lenovo,Netbook,31.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32GB,512GB SSD +  256GB SSD,Nvidia GeForce GT 940MX,Chrome OS,1.11kg,69085.2296372389
1162.9962816101654,Dell,Ultrabook,27.3,IPS Panel Full HD 1920x1200,Intel Core i3 6100U 2.1GHz,1GB,512GB SSD +  1TB HDD,AMD Radeon 520,No OS,8.4kg,308909.4819628942
447.12305448675977,Vero,Ultrabook,15.4,IPS Panel Retina Display 2880x1800,Intel Pentium Dual Core N4200 1.1GHz,32GB,256GB SSD +  1TB HDD,Nvidia Quadro M2200,No OS,1.35kg,208609.02799949626
68.27315842829294,Samsung,Notebook,12.5,IPS Panel Full HD 1366x768,Intel Core i7 7820HK 2.9GHz,64GB,512GB Flash Storage,AMD Radeon RX 550,Windows 10,2.2kg,174961.9794438438
76.2069980985049,Acer,Notebook,15.6,1366x768,Intel Core i7 7Y75 1.3GHz,32GB,512GB SSD +  256GB SSD,Nvidia GeForce GTX 960M,No OS,2.73kg,104285.3359457603
149.46587018354433,Toshiba,Workstation,12.5,1600x900,Intel Core i3 6006U 2.0GHz,1GB,128GB SSD,AMD FirePro W4190M ,Chrome OS,3.52kg,118317.43501352839
951.7810566357821,Lenovo,Notebook,14.1,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,4GB,256GB Flash Storage,AMD FirePro W4190M ,Linux,2.0kg,241280.98242824138
265.01479230671987,Dell,2 in 1 Convertible,10.1,IPS Panel Full HD 2560x1440,Intel Core i5 6440HQ 2.6GHz,8GB,180GB SSD,AMD Radeon R4 Graphics,Windows 10,2.29kg,181776.11792710723
863.8337321534871,Razer,Notebook,12,1600x900,Intel Celeron Dual Core N3350 1.1GHz,64GB,256GB SSD +  256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.21kg,265119.58779704943
1151.4608690085831,MSI,Netbook,14,Full HD 1920x1080,Intel Core M 1.2GHz,64GB,256GB SSD +  1.0TB Hybrid,Nvidia Quadro M2000M,macOS,2.77kg,228405.23207905816
473.61802713902887,Microsoft,Workstation,24,Touchscreen 2560x1440,Intel Core i7 7500U 2.5GHz,4GB,256GB Flash Storage,AMD Radeon R5 M420,No OS,3.74kg,123798.27987664251
125.43399855089547,Acer,Netbook,14.1,IPS Panel Retina Display 2880x1800,Intel Core i3 7130U 2.7GHz,12GB,256GB SSD +  256GB SSD,Nvidia Quadro 3000M,No OS,1.48kg,313610.3458290548
1154.2693376844027,Chuwi,Gaming,17,2560x1440,Intel Core i7 7500U 2.7GHz,1GB,128GB SSD +  1TB HDD,Intel HD Graphics 620,macOS,2.13kg,207655.83435683892
269.5298557817407,Chuwi,Workstation,27.3,IPS Panel Retina Display 2560x1600,AMD A9-Series 9420 2.9GHz,8GB,500GB HDD,Nvidia GeForce GTX 980M,Windows 7,1.24kg,215810.49525207825
707.7207542194932,Toshiba,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M M7-6Y75 1.2GHz,4GB,32GB Flash Storage,Nvidia GeForce GTX 1080,Windows 10,2.24kg,20140.607689417295
1031.67228961678,Chuwi,Ultrabook,11.6,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 7660U 2.5GHz,24GB,512GB SSD +  512GB SSD,Nvidia GeForce GTX 1080,Chrome OS,4.4kg,230254.23084054908
894.5580311968107,Huawei,Ultrabook,14,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core M 1.1GHz,2GB,256GB SSD +  2TB HDD,AMD Radeon R7 M460,Mac OS X,1.7kg,96857.23679432012
179.66205106460913,MSI,Netbook,13.9,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,AMD R4 Graphics,Windows 7,1.34kg,184184.34174183296
27.734934793671552,Vero,Ultrabook,15.6,Touchscreen 2256x1504,Intel Core i7 7820HK 2.9GHz,8GB,64GB SSD,Nvidia GeForce GTX 1080,Chrome OS,2.591kg,191531.2723620331
546.0231796683375,Samsung,Netbook,13,Full HD / Touchscreen 1920x1080,Intel Atom X5-Z8350 1.44GHz,1GB,32GB SSD,AMD Radeon R5 M430,Linux,2.63kg,77126.72539987435
712.0675192622842,Asus,2 in 1 Convertible,10.1,IPS Panel Retina Display 2736x1824,Intel Core i7 8550U 1.8GHz,2GB,64GB Flash Storage +  1TB HDD,AMD Radeon R5,macOS,2.3kg,175775.0271062851
1108.5184029948612,Asus,Netbook,13.3,IPS Panel Retina Display 2880x1800,Intel Core i7 8650U 1.9GHz,32GB,180GB SSD,AMD Radeon R5 520,Windows 10,3.58kg,132031.39546678474
667.6323412097531,Lenovo,Notebook,13.5,Touchscreen 1366x768,AMD A9-Series 9410 2.9GHz,32GB,512GB Flash Storage,AMD FirePro W4190M,Android,1.1kg,56074.92313439719
297.59432261570623,Acer,2 in 1 Convertible,18.4,IPS Panel Full HD 1920x1200,Intel Celeron Dual Core N3050 1.6GHz,1GB,32GB HDD,Nvidia GeForce GTX 1050 Ti,Mac OS X,3.31kg,129858.5108543213
